location,total_sqft,bhk,bath,metro_dist,price
Madhapur,1517,2,3.0,1.0,146.48
Kukatpally,1999,3,4.0,0.5,146.85
Kukatpally,2013,3,4.0,0.5,153.77
Kukatpally,1155,2,3.0,0.5,97.24
Banjara Hills,3542,4,4.0,3.0,445.38
Uppal,3064,4,4.0,0.1,150.17
Kukatpally,2049,3,3.0,0.5,146.82
Uppal,1043,2,2.0,0.1,65.83
Ameerpet,1099,2,2.0,0.0,79.33
Kondapur,1613,2,2.0,2.0,146.15
Kukatpally,941,1,2.0,0.5,76.6
Banjara Hills,1157,2,2.0,3.0,184.75
Kukatpally,2951,4,5.0,0.5,211.71
Uppal,3605,4,5.0,0.1,167.94
Ameerpet,2966,4,4.0,0.0,223.56
Manikonda,3821,4,4.0,4.0,239.6
Gachibowli,2690,3,3.0,1.5,229.15
Uppal,1909,3,3.0,0.1,99.1
Kondapur,3786,4,4.0,2.0,285.94
Kondapur,3573,4,5.0,2.0,313.37
Ameerpet,3251,4,4.0,0.0,237.85
Banjara Hills,2097,3,4.0,3.0,343.91
Uppal,2661,3,3.0,0.1,136.96
Banjara Hills,3611,4,4.0,3.0,544.28
Manikonda,3440,4,4.0,4.0,211.37
Uppal,2576,3,3.0,0.1,130.81
Kukatpally,3988,4,5.0,0.5,300.5
Kondapur,1842,3,4.0,2.0,159.28
Kukatpally,1646,2,2.0,0.5,120.01
Banjara Hills,1635,2,3.0,3.0,237.55
Uppal,3055,4,4.0,0.1,159.99
Banjara Hills,3680,4,4.0,3.0,545.1
Ameerpet,3135,4,5.0,0.0,238.1
Ameerpet,3785,4,4.0,0.0,302.53
Ameerpet,3956,4,5.0,0.0,304.51
Madhapur,2155,3,3.0,1.0,220.14
Ameerpet,3502,4,5.0,0.0,262.32
Miyapur,2416,3,3.0,0.2,145.29
Gachibowli,3767,4,5.0,1.5,348.84
Gachibowli,1049,2,2.0,1.5,123.78
Jubilee Hills,2043,3,3.0,2.5,382.39
Miyapur,1144,2,2.0,0.2,88.1
Kondapur,1185,2,2.0,2.0,112.6
Banjara Hills,1851,3,4.0,3.0,289.93
Ameerpet,1016,2,3.0,0.0,91.36
Kukatpally,1950,3,4.0,0.5,147.96
Ameerpet,1954,3,3.0,0.0,159.26
Banjara Hills,3349,4,5.0,3.0,506.54
Kukatpally,2214,3,3.0,0.5,143.98
Banjara Hills,1650,2,3.0,3.0,245.58
Miyapur,822,1,1.0,0.2,64.35
Uppal,3765,4,4.0,0.1,200.43
Miyapur,3126,4,5.0,0.2,201.3
Uppal,2313,3,3.0,0.1,125.87
Gachibowli,3595,4,4.0,1.5,328.04
Miyapur,3488,4,4.0,0.2,212.85
Madhapur,2595,3,3.0,1.0,269.5
Ameerpet,1316,2,3.0,0.0,105.59
Madhapur,1257,2,3.0,1.0,128.71
Ameerpet,1822,3,3.0,0.0,142.98
Banjara Hills,1080,2,3.0,3.0,178.04
Kondapur,2863,4,4.0,2.0,241.57
Jubilee Hills,2600,3,3.0,2.5,482.14
Kukatpally,1744,2,2.0,0.5,119.65
Gachibowli,2469,3,3.0,1.5,218.12
Madhapur,2077,3,4.0,1.0,200.78
Ameerpet,2845,4,5.0,0.0,234.28
Banjara Hills,2900,4,5.0,3.0,489.72
Uppal,1812,3,3.0,0.1,92.79
Jubilee Hills,1266,2,2.0,2.5,234.44
Manikonda,2370,3,3.0,4.0,143.56
Banjara Hills,2417,3,3.0,3.0,385.5
Jubilee Hills,3810,4,4.0,2.5,717.15
Miyapur,3275,4,4.0,0.2,186.09
Jubilee Hills,1451,2,2.0,2.5,267.57
Gachibowli,1872,3,3.0,1.5,168.59
Kondapur,1711,2,3.0,2.0,145.66
Gachibowli,3406,4,4.0,1.5,305.29
Manikonda,3452,4,4.0,4.0,216.45
Kondapur,1480,2,2.0,2.0,135.87
Kukatpally,1359,2,3.0,0.5,112.0
Kukatpally,3096,4,4.0,0.5,212.95
Manikonda,2286,3,3.0,4.0,145.91
Jubilee Hills,1705,2,2.0,2.5,308.82
Manikonda,2401,3,3.0,4.0,156.42
Kukatpally,3609,4,4.0,0.5,230.85
Jubilee Hills,3232,4,4.0,2.5,582.28
Miyapur,3938,4,4.0,0.2,222.85
Manikonda,1732,2,3.0,4.0,103.82
Madhapur,2889,4,4.0,1.0,285.65
Kukatpally,1429,2,2.0,0.5,116.73
Gachibowli,2415,3,3.0,1.5,217.75
Uppal,1938,3,3.0,0.1,101.4
Gachibowli,3619,4,4.0,1.5,328.99
Kukatpally,1604,2,2.0,0.5,120.22
Kondapur,3831,4,4.0,2.0,309.77
Gachibowli,1381,2,3.0,1.5,127.82
Kukatpally,2220,3,3.0,0.5,167.53
Jubilee Hills,3871,4,4.0,2.5,677.63
Kondapur,2858,4,4.0,2.0,245.23
Uppal,1787,2,2.0,0.1,87.96
Kukatpally,2701,3,4.0,0.5,181.86
Ameerpet,1052,2,3.0,0.0,86.71
Ameerpet,2894,4,4.0,0.0,208.24
Ameerpet,1326,2,2.0,0.0,115.66
Gachibowli,2576,3,3.0,1.5,215.98
Gachibowli,1688,2,3.0,1.5,148.51
Manikonda,2612,3,3.0,4.0,179.97
Kukatpally,1824,3,3.0,0.5,124.68
Miyapur,3207,4,5.0,0.2,199.0
Kukatpally,2623,3,3.0,0.5,194.04
Kukatpally,1913,3,4.0,0.5,140.66
Madhapur,891,1,2.0,1.0,106.0
Kukatpally,3754,4,5.0,0.5,274.95
Gachibowli,1252,2,3.0,1.5,107.41
Uppal,3195,4,5.0,0.1,154.05
Gachibowli,2065,3,3.0,1.5,189.2
Kukatpally,2880,4,4.0,0.5,197.48
Miyapur,3134,4,4.0,0.2,190.04
Jubilee Hills,2074,3,4.0,2.5,384.52
Madhapur,1971,3,3.0,1.0,192.73
Uppal,2665,3,4.0,0.1,131.29
Ameerpet,2568,3,3.0,0.0,191.22
Madhapur,2954,4,4.0,1.0,263.59
Banjara Hills,1134,2,2.0,3.0,163.9
Kondapur,1548,2,3.0,2.0,132.74
Jubilee Hills,1545,2,3.0,2.5,305.21
Gachibowli,1151,2,2.0,1.5,106.12
Ameerpet,960,1,1.0,0.0,94.39
Manikonda,1032,2,2.0,4.0,70.85
Kukatpally,1890,3,3.0,0.5,145.76
Miyapur,2816,4,4.0,0.2,155.35
Jubilee Hills,3771,4,4.0,2.5,732.98
Kukatpally,960,1,1.0,0.5,71.37
Kondapur,1749,2,2.0,2.0,144.19
Kukatpally,2893,4,5.0,0.5,197.89
Jubilee Hills,978,1,1.0,2.5,175.83
Miyapur,2051,3,3.0,0.2,121.1
Gachibowli,1682,2,2.0,1.5,172.2
Miyapur,3557,4,4.0,0.2,200.16
Manikonda,2012,3,4.0,4.0,135.62
Manikonda,1621,2,3.0,4.0,110.63
Jubilee Hills,2001,3,3.0,2.5,351.12
Uppal,2093,3,4.0,0.1,110.08
Jubilee Hills,2554,3,4.0,2.5,435.51
Manikonda,3644,4,4.0,4.0,232.62
Madhapur,1376,2,3.0,1.0,151.09
Miyapur,3711,4,5.0,0.2,206.8
Miyapur,2407,3,3.0,0.2,149.87
Uppal,1517,2,2.0,0.1,84.56
Madhapur,2541,3,3.0,1.0,273.03
Madhapur,3170,4,4.0,1.0,335.34
Jubilee Hills,2210,3,3.0,2.5,377.17
Ameerpet,2066,3,4.0,0.0,151.8
Uppal,1131,2,2.0,0.1,67.38
Ameerpet,3507,4,4.0,0.0,272.2
Kukatpally,1024,2,2.0,0.5,90.39
Madhapur,3872,4,4.0,1.0,371.96
Jubilee Hills,2745,3,3.0,2.5,520.99
Kukatpally,1363,2,2.0,0.5,108.96
Manikonda,3668,4,4.0,4.0,208.55
Miyapur,1943,3,3.0,0.2,137.74
Uppal,3425,4,4.0,0.1,184.66
Jubilee Hills,1411,2,2.0,2.5,271.89
Madhapur,2075,3,3.0,1.0,197.95
Banjara Hills,2934,4,4.0,3.0,486.98
Banjara Hills,1745,2,2.0,3.0,303.58
Ameerpet,1643,2,3.0,0.0,135.21
Miyapur,1809,3,3.0,0.2,124.49
Banjara Hills,921,1,1.0,3.0,151.05
Banjara Hills,1163,2,2.0,3.0,188.11
Kondapur,1832,3,4.0,2.0,160.86
Kondapur,3847,4,5.0,2.0,303.65
Jubilee Hills,2386,3,3.0,2.5,427.71
Ameerpet,1851,3,3.0,0.0,148.31
Uppal,2444,3,3.0,0.1,142.18
Kondapur,2215,3,4.0,2.0,175.2
Kukatpally,1241,2,2.0,0.5,98.75
Jubilee Hills,1123,2,3.0,2.5,222.4
Madhapur,3756,4,5.0,1.0,350.31
Ameerpet,1077,2,2.0,0.0,91.03
Madhapur,3733,4,4.0,1.0,376.34
Manikonda,1536,2,3.0,4.0,104.34
Madhapur,3200,4,4.0,1.0,342.56
Uppal,1384,2,2.0,0.1,80.97
Uppal,3450,4,5.0,0.1,179.52
Miyapur,1529,2,3.0,0.2,84.02
Gachibowli,1625,2,2.0,1.5,147.14
Gachibowli,2000,3,3.0,1.5,178.24
Jubilee Hills,1043,2,2.0,2.5,191.32
Kondapur,1498,2,2.0,2.0,127.5
Ameerpet,2584,3,3.0,0.0,194.34
Banjara Hills,1308,2,3.0,3.0,211.79
Manikonda,971,1,1.0,4.0,60.52
Banjara Hills,1238,2,3.0,3.0,184.44
Banjara Hills,2041,3,4.0,3.0,334.86
Miyapur,2140,3,3.0,0.2,135.61
Kondapur,2954,4,4.0,2.0,258.5
Madhapur,3989,4,5.0,1.0,402.35
Jubilee Hills,2936,4,4.0,2.5,539.3
Banjara Hills,2159,3,3.0,3.0,307.27
Gachibowli,3270,4,4.0,1.5,282.63
Jubilee Hills,1414,2,3.0,2.5,236.93
Manikonda,2163,3,3.0,4.0,131.64
Banjara Hills,2950,4,4.0,3.0,439.07
Jubilee Hills,2559,3,3.0,2.5,505.83
Banjara Hills,3893,4,5.0,3.0,556.05
Madhapur,2729,3,4.0,1.0,277.59
Manikonda,2259,3,3.0,4.0,152.09
Kukatpally,1594,2,2.0,0.5,116.87
Miyapur,1667,2,2.0,0.2,112.42
Madhapur,3719,4,4.0,1.0,401.58
Madhapur,2341,3,4.0,1.0,234.17
Uppal,2043,3,4.0,0.1,109.05
Manikonda,2070,3,3.0,4.0,125.73
Madhapur,1660,2,2.0,1.0,157.51
Banjara Hills,2244,3,4.0,3.0,377.46
Jubilee Hills,3525,4,4.0,2.5,682.14
Gachibowli,3551,4,4.0,1.5,305.03
Ameerpet,1967,3,3.0,0.0,150.73
Manikonda,1237,2,3.0,4.0,91.36
Gachibowli,3677,4,4.0,1.5,341.53
Jubilee Hills,3753,4,5.0,2.5,667.25
Uppal,3345,4,4.0,0.1,172.22
Miyapur,1668,2,3.0,0.2,118.46
Gachibowli,3619,4,5.0,1.5,337.52
Kukatpally,2765,3,3.0,0.5,193.23
Kondapur,3398,4,4.0,2.0,281.23
Gachibowli,1840,3,3.0,1.5,165.4
Kondapur,2086,3,3.0,2.0,192.77
Manikonda,3832,4,4.0,4.0,239.05
Banjara Hills,1896,3,3.0,3.0,294.76
Uppal,1271,2,3.0,0.1,65.15
Kondapur,3755,4,4.0,2.0,321.06
Kukatpally,3886,4,5.0,0.5,252.47
Jubilee Hills,1031,2,2.0,2.5,196.25
Manikonda,1161,2,2.0,4.0,73.39
Banjara Hills,1123,2,2.0,3.0,173.19
Uppal,2306,3,3.0,0.1,122.41
Kukatpally,3865,4,4.0,0.5,284.68
Manikonda,3530,4,5.0,4.0,217.39
Miyapur,2708,3,3.0,0.2,179.35
Kondapur,2171,3,4.0,2.0,188.07
Miyapur,804,1,1.0,0.2,67.03
Manikonda,3630,4,4.0,4.0,231.98
Uppal,1111,2,2.0,0.1,57.01
Banjara Hills,1801,3,3.0,3.0,321.61
Miyapur,2579,3,3.0,0.2,161.5
Jubilee Hills,2032,3,3.0,2.5,328.36
Miyapur,3550,4,4.0,0.2,214.45
Kukatpally,2601,3,4.0,0.5,183.6
Gachibowli,1872,3,3.0,1.5,181.05
Jubilee Hills,1619,2,2.0,2.5,289.66
Jubilee Hills,2477,3,4.0,2.5,443.29
Jubilee Hills,1447,2,2.0,2.5,287.87
Miyapur,1194,2,3.0,0.2,73.53
Kondapur,883,1,2.0,2.0,75.72
Banjara Hills,3476,4,5.0,3.0,553.2
Manikonda,3764,4,4.0,4.0,233.18
Banjara Hills,1227,2,2.0,3.0,212.01
Banjara Hills,2531,3,4.0,3.0,364.04
Jubilee Hills,2643,3,3.0,2.5,478.69
Jubilee Hills,2585,3,4.0,2.5,477.77
Gachibowli,3253,4,4.0,1.5,289.11
Uppal,1870,3,4.0,0.1,103.8
Manikonda,2105,3,3.0,4.0,133.22
Kukatpally,1612,2,2.0,0.5,114.03
Manikonda,2604,3,3.0,4.0,174.19
Kukatpally,3962,4,5.0,0.5,267.71
Uppal,2704,3,4.0,0.1,137.08
Banjara Hills,2828,4,4.0,3.0,425.17
Manikonda,3702,4,4.0,4.0,241.37
Kondapur,3885,4,4.0,2.0,322.9
Kukatpally,1138,2,2.0,0.5,92.71
Jubilee Hills,2985,4,4.0,2.5,575.39
Ameerpet,3024,4,5.0,0.0,225.38
Kondapur,890,1,1.0,2.0,77.47
Miyapur,2863,4,4.0,0.2,186.34
Kukatpally,2919,4,4.0,0.5,187.81
Miyapur,2355,3,3.0,0.2,141.87
Manikonda,861,1,1.0,4.0,59.53
Jubilee Hills,3670,4,4.0,2.5,694.39
Kukatpally,880,1,1.0,0.5,80.27
Manikonda,3513,4,4.0,4.0,226.24
Kondapur,1370,2,3.0,2.0,127.03
Ameerpet,3509,4,5.0,0.0,261.76
Madhapur,1567,2,2.0,1.0,153.62
Uppal,2104,3,3.0,0.1,120.94
Madhapur,2350,3,3.0,1.0,248.06
Gachibowli,2985,4,4.0,1.5,254.14
Manikonda,3092,4,4.0,4.0,204.82
Manikonda,2310,3,3.0,4.0,157.14
Banjara Hills,1305,2,2.0,3.0,191.69
Uppal,1444,2,2.0,0.1,80.32
Banjara Hills,3413,4,4.0,3.0,540.81
Kondapur,3231,4,4.0,2.0,262.39
Banjara Hills,2470,3,3.0,3.0,366.21
Uppal,3563,4,4.0,0.1,177.24
Manikonda,3048,4,5.0,4.0,175.83
Miyapur,2693,3,3.0,0.2,151.75
Gachibowli,2395,3,3.0,1.5,216.78
Gachibowli,3105,4,5.0,1.5,314.07
Uppal,2763,3,3.0,0.1,149.95
Uppal,3361,4,5.0,0.1,172.14
Jubilee Hills,1021,2,3.0,2.5,167.96
Miyapur,2589,3,4.0,0.2,162.58
Ameerpet,3441,4,4.0,0.0,281.22
Manikonda,1133,2,2.0,4.0,82.66
Ameerpet,1833,3,4.0,0.0,133.64
Manikonda,3333,4,4.0,4.0,206.96
Madhapur,1822,3,3.0,1.0,187.45
Madhapur,3281,4,5.0,1.0,326.26
Kondapur,917,1,1.0,2.0,70.18
Miyapur,3836,4,5.0,0.2,216.0
Banjara Hills,1573,2,3.0,3.0,248.67
Uppal,2421,3,3.0,0.1,127.21
Jubilee Hills,3304,4,5.0,2.5,629.9
Madhapur,2186,3,4.0,1.0,210.7
Kondapur,2456,3,3.0,2.0,208.62
Madhapur,3706,4,4.0,1.0,357.05
Jubilee Hills,3824,4,4.0,2.5,698.25
Jubilee Hills,2982,4,5.0,2.5,513.83
Kondapur,1079,2,2.0,2.0,94.9
Uppal,2864,4,5.0,0.1,153.82
Kukatpally,1856,3,3.0,0.5,130.7
Manikonda,3948,4,4.0,4.0,229.85
Uppal,2144,3,4.0,0.1,118.88
Madhapur,3997,4,4.0,1.0,383.48
Miyapur,2851,4,4.0,0.2,168.8
Madhapur,1281,2,3.0,1.0,134.84
Uppal,2725,3,3.0,0.1,149.92
Miyapur,3090,4,4.0,0.2,194.61
Kukatpally,1284,2,2.0,0.5,87.45
Kukatpally,1713,2,2.0,0.5,125.87
Gachibowli,904,1,1.0,1.5,89.19
Kukatpally,2537,3,4.0,0.5,189.64
Banjara Hills,2022,3,3.0,3.0,323.53
Uppal,3840,4,4.0,0.1,192.01
Jubilee Hills,2976,4,4.0,2.5,554.73
Kondapur,841,1,1.0,2.0,79.74
Kondapur,1500,2,2.0,2.0,133.51
Gachibowli,3660,4,4.0,1.5,310.75
Kukatpally,973,1,1.0,0.5,74.75
Uppal,3192,4,4.0,0.1,162.95
Gachibowli,1482,2,2.0,1.5,136.49
Kukatpally,3145,4,4.0,0.5,227.3
Miyapur,1833,3,3.0,0.2,116.35
Kondapur,3276,4,5.0,2.0,277.95
Gachibowli,2762,3,3.0,1.5,243.81
Manikonda,3281,4,4.0,4.0,188.22
Manikonda,1406,2,2.0,4.0,92.57
Jubilee Hills,1568,2,3.0,2.5,306.57
Banjara Hills,2325,3,4.0,3.0,378.6
Manikonda,2382,3,4.0,4.0,143.52
Uppal,3538,4,4.0,0.1,163.16
Jubilee Hills,2489,3,3.0,2.5,450.33
Jubilee Hills,1918,3,3.0,2.5,358.28
Jubilee Hills,2272,3,3.0,2.5,434.81
Ameerpet,3669,4,4.0,0.0,275.86
Manikonda,2741,3,3.0,4.0,189.67
Jubilee Hills,1433,2,2.0,2.5,282.08
Gachibowli,3275,4,4.0,1.5,291.51
Gachibowli,1833,3,3.0,1.5,147.79
Uppal,1049,2,3.0,0.1,61.48
Jubilee Hills,3380,4,4.0,2.5,613.29
Gachibowli,2633,3,3.0,1.5,236.38
Kondapur,915,1,1.0,2.0,79.72
Kukatpally,3139,4,4.0,0.5,211.5
Kukatpally,2957,4,4.0,0.5,209.16
Jubilee Hills,2943,4,4.0,2.5,526.84
Gachibowli,1495,2,2.0,1.5,148.39
Banjara Hills,3896,4,4.0,3.0,514.78
Miyapur,2255,3,3.0,0.2,131.15
Banjara Hills,820,1,1.0,3.0,126.61
Gachibowli,3628,4,4.0,1.5,327.55
Miyapur,2851,4,4.0,0.2,175.96
Kondapur,2425,3,3.0,2.0,202.05
Banjara Hills,3774,4,5.0,3.0,581.42
Uppal,2399,3,3.0,0.1,121.71
Ameerpet,3003,4,4.0,0.0,233.23
Uppal,3434,4,4.0,0.1,172.92
Kondapur,3051,4,4.0,2.0,250.93
Kondapur,1300,2,2.0,2.0,125.91
Ameerpet,1043,2,3.0,0.0,89.66
Madhapur,2494,3,3.0,1.0,244.23
Ameerpet,3539,4,4.0,0.0,263.02
Kondapur,3587,4,5.0,2.0,302.88
Madhapur,2789,3,3.0,1.0,272.15
Kukatpally,2221,3,4.0,0.5,163.39
Miyapur,2606,3,4.0,0.2,147.83
Banjara Hills,2967,4,5.0,3.0,498.32
Ameerpet,2097,3,3.0,0.0,154.21
Kukatpally,2831,4,4.0,0.5,212.05
Kukatpally,1439,2,2.0,0.5,111.08
Manikonda,2146,3,3.0,4.0,147.94
Manikonda,2619,3,4.0,4.0,166.14
Madhapur,1814,3,4.0,1.0,189.05
Madhapur,3007,4,4.0,1.0,289.67
Uppal,1536,2,2.0,0.1,77.62
Madhapur,3604,4,4.0,1.0,326.3
Jubilee Hills,3591,4,4.0,2.5,684.86
Banjara Hills,2094,3,4.0,3.0,314.89
Banjara Hills,2656,3,3.0,3.0,402.09
Jubilee Hills,2918,4,4.0,2.5,551.13
Manikonda,3252,4,4.0,4.0,226.79
Kondapur,2480,3,4.0,2.0,215.67
Uppal,1587,2,2.0,0.1,94.15
Banjara Hills,2159,3,4.0,3.0,291.56
Jubilee Hills,934,1,1.0,2.5,167.26
Gachibowli,3993,4,5.0,1.5,320.4
Uppal,1843,3,3.0,0.1,103.84
Banjara Hills,2035,3,4.0,3.0,331.3
Miyapur,1853,3,3.0,0.2,118.22
Kondapur,3922,4,4.0,2.0,320.31
Banjara Hills,3765,4,4.0,3.0,554.72
Banjara Hills,3195,4,4.0,3.0,501.65
Ameerpet,3844,4,5.0,0.0,286.02
Kukatpally,2939,4,5.0,0.5,183.75
Gachibowli,3387,4,4.0,1.5,291.53
Kukatpally,3654,4,4.0,0.5,257.23
Manikonda,2482,3,3.0,4.0,134.01
Jubilee Hills,3871,4,4.0,2.5,790.22
Kondapur,1937,3,4.0,2.0,170.06
Ameerpet,3474,4,5.0,0.0,279.86
Uppal,1894,3,3.0,0.1,104.04
Miyapur,3003,4,4.0,0.2,177.9
Gachibowli,3622,4,5.0,1.5,323.7
Ameerpet,1293,2,2.0,0.0,96.81
Kondapur,1490,2,2.0,2.0,129.51
Kukatpally,1989,3,3.0,0.5,150.45
Banjara Hills,1593,2,2.0,3.0,257.74
Banjara Hills,1417,2,2.0,3.0,237.13
Gachibowli,1284,2,3.0,1.5,113.7
Miyapur,3036,4,4.0,0.2,186.61
Uppal,1262,2,2.0,0.1,72.15
Miyapur,3506,4,4.0,0.2,218.91
Gachibowli,1095,2,3.0,1.5,100.92
Ameerpet,1464,2,2.0,0.0,123.06
Madhapur,1421,2,3.0,1.0,145.74
Miyapur,1674,2,2.0,0.2,121.55
Kukatpally,3810,4,5.0,0.5,253.16
Gachibowli,1943,3,4.0,1.5,174.3
Kukatpally,1868,3,4.0,0.5,128.32
Manikonda,1219,2,2.0,4.0,88.51
Miyapur,2046,3,3.0,0.2,127.83
Ameerpet,3935,4,4.0,0.0,293.11
Uppal,3493,4,4.0,0.1,167.23
Manikonda,3131,4,4.0,4.0,189.93
Miyapur,2356,3,4.0,0.2,145.81
Gachibowli,1877,3,3.0,1.5,167.73
Miyapur,3705,4,4.0,0.2,236.25
Gachibowli,1679,2,3.0,1.5,164.6
Gachibowli,2723,3,3.0,1.5,243.58
Manikonda,1442,2,2.0,4.0,98.93
Manikonda,1723,2,2.0,4.0,117.61
Uppal,3916,4,4.0,0.1,186.23
Jubilee Hills,3265,4,4.0,2.5,612.36
Banjara Hills,3866,4,5.0,3.0,560.47
Gachibowli,1830,3,4.0,1.5,173.85
Kondapur,3161,4,4.0,2.0,277.44
Miyapur,2893,4,4.0,0.2,177.39
Kukatpally,2656,3,3.0,0.5,180.02
Kondapur,2950,4,4.0,2.0,245.46
Uppal,2208,3,3.0,0.1,122.39
Jubilee Hills,1262,2,2.0,2.5,219.24
Kukatpally,3997,4,4.0,0.5,274.11
Jubilee Hills,2759,3,3.0,2.5,513.68
Gachibowli,3804,4,5.0,1.5,325.2
Jubilee Hills,3658,4,4.0,2.5,658.54
Banjara Hills,3815,4,5.0,3.0,582.93
Madhapur,1001,2,3.0,1.0,112.05
Gachibowli,980,1,2.0,1.5,103.68
Miyapur,996,1,1.0,0.2,69.66
Gachibowli,3306,4,4.0,1.5,293.53
Miyapur,1842,3,3.0,0.2,124.49
Gachibowli,3363,4,5.0,1.5,321.8
Miyapur,962,1,1.0,0.2,76.74
Uppal,1629,2,2.0,0.1,93.26
Kondapur,3761,4,4.0,2.0,306.34
Ameerpet,2855,4,5.0,0.0,233.23
Kukatpally,2766,3,3.0,0.5,196.37
Manikonda,1676,2,2.0,4.0,103.78
Manikonda,1138,2,2.0,4.0,81.83
Manikonda,1547,2,2.0,4.0,95.85
Kondapur,2966,4,4.0,2.0,239.02
Kondapur,1909,3,3.0,2.0,162.88
Madhapur,1282,2,2.0,1.0,143.09
Miyapur,2022,3,3.0,0.2,126.76
Banjara Hills,3841,4,4.0,3.0,623.74
Uppal,1376,2,2.0,0.1,83.0
Ameerpet,1296,2,3.0,0.0,108.29
Kondapur,1967,3,3.0,2.0,157.83
Kukatpally,3569,4,5.0,0.5,226.66
Ameerpet,2595,3,3.0,0.0,208.84
Jubilee Hills,2241,3,3.0,2.5,425.82
Gachibowli,2361,3,4.0,1.5,203.62
Ameerpet,1185,2,2.0,0.0,106.77
Uppal,3918,4,4.0,0.1,197.5
Jubilee Hills,2177,3,3.0,2.5,407.87
Madhapur,2492,3,3.0,1.0,229.53
Ameerpet,2326,3,4.0,0.0,184.87
Uppal,2817,4,4.0,0.1,121.31
Gachibowli,909,1,2.0,1.5,88.1
Madhapur,3771,4,4.0,1.0,365.69
Kukatpally,1854,3,3.0,0.5,128.93
Ameerpet,3420,4,4.0,0.0,242.3
Madhapur,872,1,1.0,1.0,98.59
Gachibowli,827,1,1.0,1.5,75.09
Jubilee Hills,3796,4,4.0,2.5,730.92
Madhapur,1284,2,2.0,1.0,141.58
Miyapur,1177,2,2.0,0.2,76.29
Jubilee Hills,1666,2,2.0,2.5,310.02
Jubilee Hills,2644,3,3.0,2.5,504.83
Gachibowli,3099,4,4.0,1.5,288.85
Jubilee Hills,3700,4,4.0,2.5,691.34
Kukatpally,1440,2,3.0,0.5,106.04
Manikonda,3859,4,4.0,4.0,230.37
Banjara Hills,3257,4,4.0,3.0,506.23
Banjara Hills,2638,3,4.0,3.0,415.11
Manikonda,1042,2,3.0,4.0,72.35
Madhapur,3596,4,4.0,1.0,368.05
Gachibowli,3232,4,5.0,1.5,276.57
Jubilee Hills,3102,4,4.0,2.5,495.21
Kondapur,3427,4,4.0,2.0,298.2
Manikonda,3153,4,4.0,4.0,185.53
Miyapur,970,1,1.0,0.2,70.27
Banjara Hills,815,1,1.0,3.0,129.89
Kukatpally,1649,2,2.0,0.5,126.73
Manikonda,3622,4,4.0,4.0,231.79
Uppal,1183,2,2.0,0.1,74.77
Madhapur,1698,2,3.0,1.0,184.93
Manikonda,1487,2,2.0,4.0,109.82
Ameerpet,2203,3,3.0,0.0,184.27
Uppal,3998,4,5.0,0.1,182.77
Gachibowli,3114,4,4.0,1.5,279.97
Banjara Hills,2025,3,3.0,3.0,326.1
Uppal,1499,2,3.0,0.1,83.56
Kondapur,3789,4,4.0,2.0,302.39
Banjara Hills,3394,4,4.0,3.0,505.46
Jubilee Hills,1786,2,3.0,2.5,336.33
Uppal,1854,3,3.0,0.1,95.31
Gachibowli,1464,2,2.0,1.5,134.44
Kondapur,1734,2,2.0,2.0,160.51
Banjara Hills,2635,3,4.0,3.0,394.76
Banjara Hills,2866,4,5.0,3.0,436.06
Jubilee Hills,869,1,1.0,2.5,170.49
Kondapur,2056,3,4.0,2.0,165.25
Kukatpally,1019,2,2.0,0.5,85.38
Uppal,2994,4,5.0,0.1,159.19
Uppal,2633,3,3.0,0.1,142.05
Jubilee Hills,3298,4,5.0,2.5,564.48
Uppal,1467,2,3.0,0.1,85.85
Gachibowli,2884,4,4.0,1.5,262.63
Jubilee Hills,2555,3,3.0,2.5,475.01
Kukatpally,1404,2,2.0,0.5,108.9
Kondapur,2082,3,3.0,2.0,172.45
Uppal,3900,4,4.0,0.1,197.35
Manikonda,3585,4,4.0,4.0,230.6
Manikonda,2931,4,5.0,4.0,187.65
Madhapur,3264,4,5.0,1.0,331.64
Banjara Hills,1924,3,3.0,3.0,330.51
Madhapur,3896,4,4.0,1.0,368.57
Kondapur,3804,4,4.0,2.0,311.82
Uppal,2291,3,3.0,0.1,117.86
Jubilee Hills,1028,2,2.0,2.5,202.24
Uppal,2179,3,3.0,0.1,116.37
Gachibowli,1571,2,2.0,1.5,140.77
Kukatpally,2062,3,3.0,0.5,153.0
Kukatpally,1565,2,2.0,0.5,112.28
Kukatpally,2060,3,4.0,0.5,147.51
Ameerpet,1316,2,2.0,0.0,108.36
Kondapur,3327,4,4.0,2.0,271.8
Manikonda,937,1,2.0,4.0,60.16
Kukatpally,1299,2,2.0,0.5,101.99
Banjara Hills,3164,4,4.0,3.0,474.54
Jubilee Hills,2247,3,3.0,2.5,421.35
Miyapur,3838,4,4.0,0.2,228.85
Kukatpally,3816,4,5.0,0.5,258.73
Kukatpally,3027,4,5.0,0.5,216.0
Miyapur,3677,4,4.0,0.2,228.5
Ameerpet,3911,4,4.0,0.0,275.38
Kukatpally,2060,3,4.0,0.5,146.49
Ameerpet,2512,3,3.0,0.0,190.46
Manikonda,2644,3,3.0,4.0,181.02
Jubilee Hills,1439,2,2.0,2.5,278.83
Kondapur,3057,4,4.0,2.0,257.38
Banjara Hills,1634,2,2.0,3.0,252.3
Uppal,1194,2,2.0,0.1,66.8
Miyapur,1758,2,2.0,0.2,114.69
